urlid,label
4042,0.07573873457108753
8471,0.24740826203093613
1164,0.757025059110495
6684,0.5864838338381747
9006,0.14573177176911037
7018,0.36675688175344534
8685,0.32216729416391887
3402,0.3736029552195885
477,0.45408264595943587
6731,0.9127534840789039
2293,0.12799030078490226
3651,0.19967226675241853
1917,0.6514409568658014
1063,0.6197179191159655
2110,0.8380896963158049
5318,0.1853817488106601
9842,0.25407888800328915
3946,0.16522297521296864
334,0.8620961760176948
271,0.561289483892643
6984,0.21658598856311
8979,0.8671389477603527
1502,0.42171164172085507
8945,0.4620088732991152
2839,0.8057060460113855
1499,0.1719680063180833
7298,0.1426939346658973
3294,0.4908629158631714
2949,0.4044727553075206
4156,0.2991459392617788
1391,0.7144061733727258
2152,0.9488803181464902
8004,0.3671287757488967
2807,0.9257545435292925
497,0.8796935522586903
3201,0.18629809172015907
6704,0.6536768291794424
1650,0.20989519726385572
3561,0.8109451810478128
10154,0.4633425405586636
7461,0.26346635274362
4064,0.787298407283302
8138,0.2742676792655693
383,0.7977426148796973
1754,0.3392495983710091
5053,0.10749324373697486
4881,0.18078644613515876
5483,0.868958215204573
4089,0.20783588642076056
4781,0.14145924178663166
6657,0.14942901150736124
4763,0.7266057249396967
5354,0.30512684227435105
8579,0.944021313245373
3880,0.4252447242240076
7053,0.2047256004253977
6006,0.7262665484684393
8197,0.14898560731454732
9259,0.10261347007044704
1656,0.8730901240738479
6410,0.8917770768704278
10530,0.32865141590077307
8262,0.5143373440281528
5526,0.9371298437489238
1033,0.5341106390649796
7822,0.91260185733906
10119,0.10012494832274707
10207,0.654105713434527
8796,0.20737851878360625
9297,0.9371293382613333
3692,0.14401000739390563
6928,0.29493296810676967
4783,0.701850097756777
2989,0.5460075307997947
4981,0.8642399442370593
8198,0.4483892677206209
5039,0.8928977302883155
8513,0.8892951344386387
8073,0.5447543329731044
6886,0.4490011480451646
10159,0.4950333584208014
6514,0.9418367410822192
4265,0.4463401824110807
7021,0.690456318974167
8949,0.21961184623111007
7846,0.20869256944468073
7275,0.1802777877848981
1675,0.9323525082739282
1641,0.4409576329405461
8747,0.9193169400963918
8438,0.6648270076089579
4467,0.6343759741478853
9109,0.16975961898598466
1020,0.21261618056853498
3554,0.5348245364859413
6167,0.792899065617324
3738,0.1985801109185071
9791,0.2991075228505827
2180,0.47628676012326177
6153,0.3471229851275737
7474,0.8420304272328039
5592,0.5451434432684014
8568,0.2120721018167541
8131,0.93418044879785
10182,0.716218185605133
741,0.8815144622839769
1080,0.26392231654086673
2749,0.42383869747358377
9685,0.7124250829382173
1659,0.9196116360006248
7079,0.790019984542308
2557,0.8253957582060699
2331,0.3756611773420562
6322,0.960344522998185
1961,0.25290056461034904
4260,0.1775142157503927
3041,0.7774568515343775
8364,0.26020045514873313
8550,0.5363486481993769
8577,0.5684674496342115
5568,0.880101589352906
9780,0.24734904482787037
6500,0.1743619669311688
9409,0.7249664790382945
2528,0.2615377059028804
1014,0.9307563962888348
6420,0.25609641568041547
3482,0.935859146042862
5906,0.3543020940310828
8202,0.948837680048571
2814,0.9275413207707567
1536,0.27838336422323146
709,0.29583502019524205
7212,0.9251243615649432
1867,0.6160071864207656
7936,0.09065612309249757
6995,0.1879652579678016
2399,0.8753575421900344
593,0.22596495994999047
8483,0.10830291869516868
2030,0.9067683419336933
7230,0.9442289706020331
6289,0.8526547808990936
4656,0.3764960922674448
8588,0.2260376868627709
203,0.23869142168049456
7906,0.22185974453167753
6943,0.9229419127362185
552,0.866778477924507
2198,0.9179270166947862
10515,0.770422717814807
4384,0.9449565592172237
9396,0.18016554367421064
10384,0.13823176583297844
2867,0.7399404147488581
1883,0.8159029900015317
9079,0.1759815922587691
4751,0.4449187783094104
770,0.7668008035760345
843,0.1897696646787542
9834,0.3215825780104492
4668,0.15749535163652312
10080,0.19812611139616873
5834,0.575440012935786
10338,0.908854888989925
304,0.48638013507331695
2927,0.9352076565340618
3033,0.6713227686354294
7136,0.28640934431099324
6807,0.31505942427381123
5278,0.9650717377505585
3992,0.21688547490701687
3725,0.9189910447649178
8016,0.6013149564730642
6151,0.6509351954600704
1914,0.3862748818631814
6259,0.9346757930774771
3043,0.8824360887024593
3955,0.20898015105165643
9157,0.22410427281288833
3079,0.6958452113179111
3042,0.18980240464421752
359,0.33987821098480164
4542,0.13189680760267228
6589,0.5386679574204049
6232,0.6432377539311388
7748,0.263845819673063
4043,0.20983156052402055
6331,0.8815356855158228
1482,0.8594185104273057
6521,0.1702134357803323
1106,0.8879861199557485
6127,0.11767048653680924
3112,0.888315305532993
2410,0.41876647192569727
6327,0.1293467975074244
7821,0.35083513232613606
4877,0.2521738346037632
5236,0.2908281081771227
3470,0.6432620362020283
9037,0.5599063845658735
4627,0.33550817464299915
1491,0.18933006344005995
8337,0.34518272903363406
9578,0.15494720900075928
4212,0.14210773518236688
8234,0.40640245319372853
1776,0.8654899355411
2551,0.3641900713177085
1594,0.9214961002296485
9347,0.11329390081815009
5004,0.15152219496697744
9182,0.9026852622829484
2422,0.8646931860745241
6882,0.21217722803844158
3369,0.5917668127051988
9386,0.9511815048438302
9406,0.31011409344354607
